# GeoID, y_pred, y_predprob
546,0,0.02739
547,0,0.00423
548,0,0.02747
549,0,0.00272
550,0,0.00046
551,0,0.01876
552,0,0.00004
553,0,0.00007
554,0,0.00001
555,0,0.01440
556,0,0.09659
557,0,0.00600
558,0,0.06995
559,1,0.66039
560,0,0.17355
561,0,0.00035
562,0,0.00002
563,0,0.00634
564,0,0.00001
565,0,0.35016
566,1,0.72893
567,1,0.59441
568,0,0.00161
569,0,0.00174
570,0,0.00095
571,0,0.00031
572,0,0.05520
573,0,0.01015
574,0,0.00069
575,0,0.04573
576,0,0.00014
577,0,0.00199
578,0,0.00082
579,0,0.00504
580,0,0.16784
581,1,0.85155
582,0,0.00047
583,0,0.00107
584,0,0.00113
585,0,0.02231
586,0,0.00005
587,0,0.02564
588,0,0.00780
589,0,0.00055
590,0,0.00275
591,0,0.28910
592,0,0.37100
593,0,0.19453
594,0,0.33112
595,0,0.48466
596,0,0.00075
597,0,0.00063
598,0,0.03732
599,0,0.01211
600,0,0.07720
601,0,0.01950
602,0,0.04315
603,0,0.12577
604,0,0.00021
605,0,0.02423
606,0,0.00013
607,0,0.00195
608,0,0.00032
609,0,0.01796
610,0,0.00109
611,0,0.02433
612,0,0.00664
613,1,0.76389
614,0,0.17799
615,0,0.00441
616,0,0.00041
617,0,0.00037
618,0,0.14601
619,1,0.96933
620,0,0.05035
621,0,0.00014
622,1,0.61463
623,0,0.01206
624,1,0.82769
625,0,0.28297
626,0,0.07254
627,0,0.05256
628,0,0.11757
629,0,0.00004
630,0,0.17177
631,0,0.05166
632,0,0.00077
633,1,0.60900
634,0,0.24121
635,0,0.00287
636,0,0.24782
637,0,0.05182
638,1,0.65511
639,1,0.70295
640,1,0.94383
641,0,0.00008
642,0,0.00321
643,0,0.18249
644,0,0.09998
645,0,0.02008
646,0,0.00880
647,0,0.00054
648,0,0.00394
649,0,0.00101
650,0,0.47806
651,1,0.83714
652,1,0.69478
653,0,0.00023
654,0,0.10679
655,0,0.23871
656,0,0.18502
657,1,0.93384
658,0,0.00012
659,1,0.65657
660,0,0.28753
661,0,0.00003
662,0,0.00021
663,0,0.00009
664,0,0.01321
665,0,0.00154
666,0,0.00133
667,0,0.09294
668,0,0.06516
669,0,0.03701
670,0,0.00074
671,0,0.00007
672,0,0.09055
673,0,0.00003
674,0,0.00207
675,0,0.29466
676,0,0.04709
677,0,0.08282
678,0,0.40595
679,0,0.00168
680,0,0.03364
681,0,0.16704
682,0,0.00767
683,0,0.05579
684,1,0.89487
685,0,0.06134
686,0,0.05835
687,0,0.07106
688,1,0.75558
689,0,0.33172
690,0,0.15048
691,0,0.00086
692,1,0.57907
693,0,0.19182
694,0,0.00005
695,0,0.01575
696,0,0.00016
697,0,0.11278
698,1,0.89344
699,0,0.16943
700,0,0.00080
701,0,0.00633
702,0,0.01491
703,0,0.01818
704,1,0.95789
705,0,0.03881
706,0,0.01845
707,1,0.63968
708,1,0.89855
709,0,0.04526
710,1,0.89186
711,0,0.01431
712,0,0.02724
713,0,0.00015
714,0,0.28181
715,0,0.06318
716,0,0.11009
717,0,0.00113
718,0,0.00345
719,0,0.00066
720,0,0.12193
721,1,0.74616
722,0,0.21554
723,0,0.03082
724,0,0.08899
725,0,0.00014
726,0,0.00046
727,0,0.02592
728,0,0.00069
729,0,0.01351
730,0,0.01007
731,0,0.00428
732,0,0.00036
733,0,0.00055
734,1,0.71259
735,0,0.00081
736,1,0.57019
737,0,0.02294
738,1,0.51405
739,0,0.00304
740,0,0.00849
741,0,0.25949
742,1,0.55350
743,0,0.01123
744,1,0.63561
745,1,0.62165
746,1,0.72390
747,0,0.00986
748,0,0.09147
749,1,0.58624
750,0,0.00174
751,0,0.05165
752,0,0.12907
753,0,0.00971
754,0,0.04514
755,0,0.20440
756,0,0.05697
757,0,0.00822
758,0,0.00049
759,0,0.42174
760,0,0.00824
761,0,0.03422
762,0,0.00076
763,0,0.00689
764,0,0.00526
765,0,0.33494
766,0,0.00440
767,0,0.01806
768,0,0.00720
769,0,0.24490
770,0,0.00024
771,0,0.00542
772,0,0.05773
773,0,0.00017
774,0,0.11536
775,0,0.02239
776,0,0.00003
777,0,0.20835
778,0,0.05157
779,0,0.00353
780,0,0.00682
781,0,0.11852
782,0,0.01042
783,0,0.00780
784,0,0.00297
785,0,0.00996
786,1,0.73014
787,0,0.00934
788,0,0.00996
789,0,0.00034
790,0,0.00312
791,0,0.00891
792,0,0.00333
793,0,0.00165
794,0,0.00336
795,0,0.22922
796,0,0.00502
797,0,0.01228
798,0,0.00023
799,0,0.00153
800,0,0.00183
801,0,0.00195
802,0,0.04505
803,0,0.00808
804,0,0.01854
805,1,0.69820
806,0,0.03333
807,0,0.03353
808,0,0.00117
809,0,0.22176
810,0,0.08182
811,1,0.84996
812,0,0.16295
813,0,0.00072
814,0,0.03900
815,0,0.00065
816,0,0.06234
817,0,0.03090
818,0,0.01479
819,0,0.16510
820,0,0.00203
821,0,0.02802
822,0,0.19952
823,0,0.30343
824,0,0.00389
825,0,0.00588
826,0,0.00010
827,0,0.00193
828,0,0.00466
829,0,0.00700
830,0,0.01875
831,0,0.00194
832,0,0.03328
833,0,0.03216
834,0,0.13762
835,0,0.00524
836,0,0.00111
837,0,0.00072
838,0,0.00579
839,0,0.00809
840,0,0.00407
841,0,0.02067
842,0,0.00185
843,0,0.03712
844,0,0.06274
845,0,0.43585
846,0,0.00949
847,0,0.03317
848,0,0.00443
849,0,0.00007
850,0,0.00097
851,0,0.00139
852,0,0.00230
853,0,0.00006
854,0,0.47342
855,1,0.88241
856,0,0.00038
857,0,0.11376
858,0,0.01051
859,0,0.00700
860,0,0.05159
861,0,0.00443
862,1,0.92971
863,0,0.00030
864,0,0.12239
865,0,0.00704
866,0,0.00157
867,0,0.08284
868,0,0.04523
869,0,0.00168
870,0,0.00141
871,0,0.12579
872,0,0.01309
873,0,0.00319
874,0,0.00003
875,0,0.01050
876,0,0.00361
877,0,0.32539
878,0,0.00879
879,0,0.00145
880,0,0.01885
881,0,0.01377
882,0,0.00063
883,0,0.31547
884,0,0.00031
885,0,0.00211
886,0,0.14922
887,1,0.89207
888,0,0.07974
889,0,0.08549
890,0,0.21651
891,0,0.00282
892,0,0.15682
893,1,0.69707
894,1,0.81244
895,0,0.33479
896,0,0.08369
897,0,0.45876
898,0,0.02539
899,0,0.00156
900,0,0.07844
901,1,0.93934
902,0,0.01156
903,0,0.00006
904,0,0.07577
905,0,0.00530
906,1,0.70402
907,0,0.00113
908,0,0.00790
909,0,0.03236
910,0,0.00120
911,0,0.00579
912,0,0.41987
913,0,0.11228
914,0,0.00123
915,0,0.00296
916,1,0.54914
917,0,0.09511
918,0,0.49151
919,0,0.00033
920,0,0.00078
921,0,0.02015
922,0,0.00157
923,0,0.01060
924,1,0.93378
925,1,0.66189
926,0,0.08849
927,0,0.00484
928,0,0.00093
929,0,0.01368
930,0,0.00890
931,0,0.00259
932,0,0.00004
933,0,0.15132
934,0,0.03641
935,0,0.00154
936,0,0.03398
937,0,0.45344
938,0,0.23077
939,0,0.07410
940,0,0.00786
941,0,0.00943
942,0,0.00713
943,0,0.48700
944,0,0.33913
945,0,0.00123
946,0,0.01583
947,1,0.98596
948,0,0.09138
949,0,0.00051
950,0,0.00091
951,0,0.24029
952,0,0.11681
953,0,0.34983
954,0,0.00625
955,0,0.01301
956,0,0.10076
957,0,0.21683
958,0,0.00088
959,0,0.33298
960,0,0.00655
961,0,0.00373
962,1,0.96903
963,0,0.24046
964,0,0.01433
965,0,0.04604
966,0,0.00202
967,0,0.01396
968,0,0.00098
969,0,0.03216
970,0,0.04046
971,0,0.05503
972,0,0.28635
973,1,0.74715
974,1,0.74209
975,1,0.52487
976,0,0.19155
977,1,0.71247
978,0,0.06542
979,1,0.71944
980,0,0.29153
981,0,0.00326
982,1,0.61140
983,0,0.02737
984,0,0.00720
985,0,0.00026
986,0,0.18383
987,1,0.96055
988,0,0.31795
989,0,0.00026
990,0,0.32895
991,0,0.11923
992,0,0.00055
993,0,0.12532
994,0,0.23463
995,1,0.54487
996,0,0.30227
997,0,0.01268
998,0,0.46726
999,0,0.01756
1000,0,0.00000
1001,0,0.00213
1002,0,0.00202
1003,0,0.00082
1004,0,0.00391
1005,1,0.54654
1006,0,0.00718
1007,0,0.24885
1008,0,0.00039
1009,0,0.00913
1010,0,0.01575
1011,0,0.10578
1012,0,0.13416
1013,0,0.00137
1014,0,0.01433
1015,0,0.20151
1016,0,0.02365
1017,0,0.00076
1018,0,0.05078
1019,0,0.00117
1020,0,0.04963
1021,0,0.01248
1022,0,0.13930
1023,1,0.58437
1024,0,0.00055
1025,0,0.04919
1026,0,0.15426
1027,0,0.00207
1028,0,0.00729
1029,0,0.02010
1030,0,0.00341
1031,0,0.01213
1032,0,0.00023
1033,0,0.00061
1034,0,0.03065
1035,0,0.14160
1036,1,0.77937
1037,0,0.03160
1038,0,0.05639
1039,1,0.81623
1040,0,0.01186
1041,1,0.77249
1042,1,0.60873
1043,0,0.00019
1044,0,0.03629
1045,0,0.11714
1046,0,0.15629
1047,0,0.01214
1048,0,0.00199
1049,0,0.00099
1050,0,0.05148
1051,0,0.00389
1052,0,0.00098
1053,1,0.89031
1054,0,0.00411
1055,0,0.18106
1056,0,0.01449
1057,0,0.01831
1058,0,0.00021
1059,0,0.01608
1060,0,0.00055
1061,0,0.00054
1062,0,0.00233
1063,0,0.00072
1064,0,0.00191
1065,0,0.02595
1066,1,0.54223
1067,0,0.00707
1068,0,0.00106
1069,0,0.00706
1070,0,0.25862
1071,0,0.30509
1072,0,0.18599
1073,0,0.21177
1074,0,0.27025
1075,1,0.69054
1076,0,0.04732
1077,0,0.02319
1078,0,0.15948
1079,0,0.02696
1080,0,0.03707
1081,0,0.13828
1082,0,0.00041
1083,0,0.02021
1084,0,0.01347
1085,0,0.20193
1086,0,0.02635
1087,0,0.14871
1088,1,0.86564
1089,0,0.00551
1090,0,0.06795
1091,0,0.00002
1092,0,0.00048
1093,0,0.02068
1094,0,0.21912
1095,0,0.00017
1096,0,0.01768
1097,0,0.07507
1098,0,0.00041
1099,0,0.22651
1100,0,0.02370
1101,0,0.00024
1102,0,0.41341
1103,0,0.07952
1104,0,0.41205
1105,0,0.00020
1106,0,0.00035
1107,0,0.00022
1108,0,0.00220
1109,0,0.04789
1110,0,0.00149
1111,0,0.00067
1112,0,0.00962
1113,0,0.00884
1114,1,0.91406
1115,0,0.00136
1116,0,0.00150
1117,0,0.00012
1118,0,0.06598
1119,0,0.00407
1120,0,0.31652
1121,0,0.00017
1122,0,0.00661
1123,0,0.00009
1124,0,0.02196
1125,0,0.00067
1126,0,0.00011
1127,0,0.00078
1128,0,0.02700
1129,0,0.02070
1130,0,0.00132
1131,0,0.00083
1132,0,0.37583
1133,0,0.02780
1134,0,0.01301
1135,0,0.00040
1136,0,0.00372
1137,0,0.00594
1138,0,0.27677
1139,0,0.00008
1140,0,0.20414
1141,0,0.11440
1142,1,0.61153
1143,1,0.73804
1144,0,0.48427
1145,1,0.89640
1146,0,0.00289
1147,0,0.21352
1148,1,0.55776
1149,0,0.02394
1150,0,0.01087
1151,0,0.41208
1152,0,0.34306
1153,1,0.79955
1154,1,0.71645
1155,0,0.03589
1156,0,0.00035
1157,0,0.00719
1158,0,0.00021
1159,0,0.00185
1160,0,0.43414
1161,1,0.64421
1162,0,0.00600
1163,1,0.72477
1164,0,0.00021
1165,1,0.62309
1166,0,0.00795
1167,0,0.01303
1168,0,0.06661
1169,0,0.02927
1170,0,0.02345
1171,0,0.06940
1172,0,0.00006
1173,0,0.00938
1174,0,0.04931
1175,0,0.06337
1176,1,0.78122
1177,0,0.00795
1178,0,0.43466
1179,0,0.00231
1180,0,0.02842
1181,0,0.00390
1182,0,0.00169
1183,0,0.01229
1184,0,0.00234
1185,0,0.23984
1186,0,0.01259
1187,0,0.00881
1188,0,0.00477
1189,0,0.00536
1190,0,0.01641
1191,0,0.09527
1192,1,0.53869
1193,1,0.78984
1194,0,0.06289
1195,0,0.07582
1196,0,0.00783
1197,0,0.01104
1198,0,0.48046
1199,0,0.32987
1200,0,0.14521
1201,0,0.00296
1202,1,0.95316
1203,0,0.00646
1204,0,0.02152
1205,0,0.00101
1206,0,0.04168
1207,0,0.03698
1208,0,0.04945
1209,0,0.12606
1210,0,0.09312
1211,0,0.01808
1212,0,0.02199
1213,0,0.08459
1214,0,0.05055
1215,0,0.04241
1216,0,0.39663
1217,0,0.27307
1218,0,0.04741
1219,0,0.03498
1220,1,0.58245
1221,0,0.01213
1222,1,0.55795
1223,0,0.00798
1224,1,0.96208
1225,0,0.03538
1226,0,0.00201
1227,0,0.17110
1228,0,0.00023
1229,0,0.32372
1230,0,0.01396
1231,0,0.03482
1232,0,0.00011
1233,0,0.15037
1234,0,0.00022
1235,0,0.00032
1236,0,0.01609
1237,0,0.01329
1238,0,0.06162
1239,1,0.54323
1240,1,0.85512
1241,0,0.02695
1242,0,0.03325
1243,0,0.02649
1244,0,0.03223
1245,0,0.06347
1246,0,0.01457
1247,0,0.00009
1248,0,0.00119
1249,0,0.27095
1250,1,0.67714
1251,0,0.04477
1252,1,0.68543
1253,0,0.01287
1254,1,0.94274
1255,0,0.00210
1256,0,0.02772
1257,0,0.06752
1258,1,0.98847
1259,0,0.00039
1260,0,0.33868
1261,0,0.39985
1262,0,0.00044
1263,0,0.15523
1264,0,0.00219
1265,1,0.78004
1266,0,0.14070
1267,0,0.03460
1268,1,0.50368
1269,0,0.00032
1270,1,0.53156
1271,0,0.02859
1272,1,0.95207
1273,0,0.37664
1274,0,0.06762
1275,1,0.69429
1276,0,0.25798
1277,1,0.80591
1278,0,0.49654
1279,0,0.00214
1280,1,0.74456
1281,0,0.38962
1282,0,0.24595
1283,1,0.53153
1284,0,0.00381
1285,0,0.00105
1286,0,0.00209
1287,0,0.10136
1288,1,0.81859
1289,0,0.29937
1290,0,0.26524
1291,0,0.06072
1292,0,0.00104
1293,0,0.00055
1294,0,0.07506
1295,1,0.57709
1296,0,0.00487
1297,0,0.00711
1298,0,0.00208
1299,0,0.00049
1300,0,0.00890
1301,1,0.99749
1302,0,0.00593
1303,0,0.29780
1304,0,0.01423
1305,0,0.08894
1306,1,0.86960
1307,1,0.82820
1308,0,0.37871
1309,0,0.05583
1310,0,0.00026
1311,0,0.00425
1312,0,0.01856
1313,1,0.90388
1314,1,0.90839
1315,0,0.05395
1316,0,0.02339
1317,0,0.16226
1318,1,0.79760
1319,0,0.01341
1320,1,0.96426
1321,0,0.10450
1322,0,0.03498
1323,0,0.32063
1324,1,0.90080
1325,0,0.00107
1326,0,0.00149
1327,1,0.69334
1328,0,0.10186
1329,1,0.93305
1330,0,0.00933
1331,1,0.84991
1332,0,0.10711
1333,0,0.18478
1334,0,0.00052
1335,0,0.03546
1336,1,0.88407
1337,0,0.43444
1338,1,0.84119
1339,0,0.01021
1340,1,0.56737
1341,1,0.80699
1342,0,0.01070
1343,0,0.00472
1344,1,0.80250
1345,0,0.00200
1346,1,0.78945
1347,1,0.56432
1348,0,0.08018
1349,0,0.00282
1350,1,0.91535
1351,0,0.00016
1352,0,0.00059
1353,0,0.00005
1354,1,0.95519
1355,0,0.20825
1356,1,0.53644
1357,0,0.00010
1358,1,0.93157
1359,0,0.20409
1360,0,0.00329
1361,1,0.84498
1362,0,0.00240
1363,0,0.00018
1364,0,0.00008
1365,0,0.26729
1366,0,0.00102
1367,0,0.01303
1368,1,0.81255
1369,0,0.00115
1370,0,0.00267
1371,0,0.10711
1372,1,0.93785
1373,0,0.37357
1374,0,0.01534
1375,0,0.00226
1376,0,0.34186
1377,0,0.00003
1378,0,0.49594
1379,1,0.75777
1380,1,0.96968
1381,0,0.00006
1382,0,0.41810
1383,0,0.00006
1384,0,0.00103
1385,0,0.02679
1386,0,0.45987
1387,1,0.97351
1388,0,0.09310
1389,1,0.67262
1390,0,0.03123
1391,0,0.08163
1392,0,0.00065
1393,1,0.95531
1394,0,0.01637
1395,0,0.09594
1396,0,0.22941
1397,0,0.33442
1398,0,0.00668
1399,1,0.83829
1400,1,0.74427
1401,1,0.85515
1402,0,0.00029
1403,1,0.69954
1404,1,0.87378
1405,1,0.93959
1406,1,0.67517
1407,1,0.64687
1408,0,0.00026
1409,0,0.01231
1410,0,0.03192
1411,0,0.03023
1412,0,0.00491
1413,0,0.20788
1414,0,0.34474
1415,0,0.01078
1416,0,0.01558
1417,0,0.38817
1418,1,0.76746
1419,0,0.00678
1420,0,0.04111
1421,1,0.89340
1422,0,0.10202
1423,1,0.58603
1424,1,0.52992
1425,0,0.09340
1426,0,0.12601
1427,0,0.12435
1428,0,0.30948
1429,1,0.81530
1430,0,0.06318
1431,0,0.00227
1432,1,0.52736
1433,0,0.39875
1434,0,0.00031
1435,0,0.17548
1436,0,0.04236
1437,1,0.99238
1438,1,0.82886
1439,0,0.47585
1440,0,0.32107
1441,0,0.32614
1442,1,0.91458
1443,0,0.15562
1444,0,0.38469
1445,0,0.38279
1446,1,0.92105
1447,1,0.89877
1448,1,0.50405
1449,1,0.89154
1450,1,0.87758
1451,1,0.92137
1452,0,0.47493
1453,1,0.92085
1454,1,0.81028
1455,1,0.84905
1456,0,0.07731
1457,0,0.08833
1458,1,0.78094
1459,0,0.26423
1460,0,0.00077
1461,1,0.97212
1462,0,0.00448
1463,0,0.03934
1464,1,0.95289
1465,1,0.60091
1466,1,0.97375
1467,1,0.97782
1468,0,0.15067
1469,1,0.63309
1470,1,0.63169
1471,1,0.86907
1472,1,0.66799
1473,1,0.66029
1474,0,0.00181
1475,1,0.96450
1476,1,0.86951
1477,1,0.98122
1478,1,0.79837
1479,1,0.57694
1480,0,0.08696
1481,0,0.20859
1482,1,0.97873
1483,0,0.11519
1484,1,0.69676
1485,0,0.32276
1486,1,0.69820
1487,0,0.01338
1488,1,0.98332
1489,0,0.17333
1490,0,0.32247
1491,1,0.86318
1492,1,0.88496
